,Lat,Lon,Province,Code
134,58.698151478999996,-118.691266621,Alberta,
135,50.922475255,-127.93998874,British Columbia,
136,51.57378741899998,-98.68369137299999,Manitoba,
137,49.16684968200003,-121.97524569900006,British Columbia,
138,52.74048577399998,-106.02920991399998,Saskatchewan,
139,52.95489435799999,-122.451089423,British Columbia,
140,54.33705070600002,-110.236182461,Alberta,
141,45.09517472099998,-63.48891481700003,Nova Scotia,
142,49.951639737999976,-125.24360842200001,British Columbia,
143,61.35645862799997,-138.99016501300002,Yukon,
144,50.738827668,-103.990832399,Saskatchewan,
145,63.144479864,-117.268792135,Northwest Territories,
146,53.52379592699998,-114.37070698600002,Alberta,
147,43.00001813,-80.09514809699999,Ontario,
148,66.257147336,-128.637541635,Northwest Territories,
149,45.066607558999976,-64.65166566099998,Nova Scotia,
150,52.837420786999985,-106.31100781499998,Saskatchewan,
151,48.202097556999995,-65.92120624500001,Québec,
152,48.938311633999994,-68.63816469,Québec,
153,50.69639678599997,-126.600633263,British Columbia,
154,55.20553000000001,-129.078713,British Columbia,
155,55.163594434,-108.15735364900002,Saskatchewan,
156,45.797541724999974,-81.72808962300002,Ontario,
157,49.66102332600002,-121.411473898,British Columbia,
158,45.33378101900003,-63.29274886799999,Nova Scotia,
159,48.666039485999995,-123.45134436200001,British Columbia,
160,51.481785732999974,-104.404392084,Saskatchewan,
161,48.57646281299997,-72.22900207200001,Québec,
162,55.74205499999999,-101.31689699999998,Manitoba,
163,52.835851489,-113.452475333,Alberta,
164,55.325862744000005,-115.43341922100001,Alberta,
165,50.421152377,-90.65837514100002,Ontario,
166,52.490424721000004,-108.24843510699999,Saskatchewan,
167,59.13025199999998,-105.602644,Saskatchewan,
168,55.06759463100002,-117.418096202,Alberta,
169,56.47238978000002,-108.68985066099998,Saskatchewan,
170,52.94125620699998,-123.580661728,British Columbia,
171,46.586149044000024,-64.985644944,New Brunswick,
172,50.22610498199998,-66.39957675599999,Québec,
173,55.30996727500002,-127.67435914200001,British Columbia,
174,67.57039011400002,-139.827821648,Yukon,
175,43.055182178,-80.13569874400001,Ontario,
176,50.97727553399999,-126.180201254,British Columbia,
177,53.06308804700001,-93.327657085,Ontario,
178,64.90053696299998,-125.577923337,Northwest Territories,
179,55.343233101,-115.78249373800006,Alberta,
180,44.193973086000035,-78.88060509500002,Ontario,
181,52.45789347499999,-108.17961851899996,Saskatchewan,
182,55.82791186999998,-121.852487973,British Columbia,
183,50.596006166,-126.93527443200004,British Columbia,
184,44.462531618999996,-78.37530686100001,Ontario,
185,48.58127233099997,-123.467466399,British Columbia,
186,51.26263271599999,-80.60051648000002,Ontario,
187,62.383756156999986,-140.875326681,Yukon,
188,53.83770330599997,-101.27135944600002,Manitoba,
189,48.444930033999974,-123.43041592600002,British Columbia,
190,43.019170868,-80.038599363,Ontario,
191,50.29338822,-121.175373007,British Columbia,
192,51.19238467999998,-96.30228976400001,Manitoba,
193,53.40401921300002,-91.77994766299996,Ontario,
194,58.716123575999966,-98.486485431,Manitoba,
195,56.51336700000002,-121.964969,British Columbia,
196,60.78612792500002,-136.481364172,Yukon,
197,43.83312382000002,-66.08350771800002,Nova Scotia,
198,68.21800265600001,-135.02005553599994,Northwest Territories,
199,49.93829582500001,-122.41039733500004,British Columbia,
200,54.438457861000025,-124.250154361,British Columbia,
201,46.942644366000025,-65.82620536799999,New Brunswick,
202,55.91533674499999,-107.71728255099998,Saskatchewan,
203,62.096167492000006,-136.288864763,Yukon,
204,45.079492034,-80.003806788,Ontario,
205,50.52754961400001,-122.48419697700001,British Columbia,
206,43.04278014800002,-80.101896184,Ontario,
207,54.52288700000002,-128.667329,British Columbia,
208,53.27662607000002,-105.89700702399999,Saskatchewan,
209,49.03788266300001,-123.09769631400002,British Columbia,
210,49.055516307000005,-122.195016475,British Columbia,
211,49.05143215700003,-119.723798038,British Columbia,
212,45.48290867600002,-74.12969910300001,Québec,
213,50.187592161000005,-121.573860869,British Columbia,
214,45.971415266,-61.137723554,Nova Scotia,
215,51.719067017999976,-91.81381131,Ontario,
216,51.41537033200001,-124.09563063000002,British Columbia,
217,55.35529927300002,-127.691096164,British Columbia,
218,56.34572966500002,-94.70966579100002,Manitoba,
219,51.93181593999998,-122.502324215,British Columbia,
220,61.17241035799997,-113.673771235,Northwest Territories,
221,46.073833331,-60.918203811000005,Nova Scotia,
222,54.994412418000024,-129.95733343900002,British Columbia,
223,52.016983647000025,-123.17637874799999,British Columbia,
224,51.16979368199998,-114.84690859199999,Alberta,
225,51.58884021300002,-122.20895149,British Columbia,
226,54.52197793200003,-108.409422236,Saskatchewan,
227,57.83718243499999,-129.989173096,British Columbia,
228,42.59193425000001,-82.493359124,Ontario,
229,48.883166962000026,-87.557237452,Ontario,
230,61.599170405,-137.506689499,Yukon,
231,53.796382118000004,-130.433075895,British Columbia,
232,51.00464079300002,-103.31634607900006,Saskatchewan,
233,49.18750186599999,-122.07457000199994,British Columbia,
234,52.92546782400001,-82.425159479,Ontario,
235,49.435226,-121.43813799999998,British Columbia,
236,53.50195499900003,-113.75554184100002,Alberta,
237,48.57677360899999,-124.40770112700001,British Columbia,
238,56.24449522800001,-96.097830559,Manitoba,
239,58.61845874199997,-101.48800940899996,Manitoba,
240,49.856613703999976,-98.465166061,Manitoba,
241,46.997265641000006,-78.79980239600002,Québec,
242,51.31689545,-120.14902639500002,British Columbia,
243,49.355863031000005,-120.07873353299999,British Columbia,
244,49.818762256999996,-98.52072747,Manitoba,
245,51.55889818200001,-87.888062562,Ontario,
246,58.11250567799999,-103.159163443,Saskatchewan,
247,49.56217716100002,-121.42601193000002,British Columbia,
248,61.03123528499998,-123.382623476,Northwest Territories,
249,56.06842955399998,-95.59650719400005,Manitoba,
250,50.542514196999996,-119.13869803699998,British Columbia,
251,50.629347739000025,-100.177107272,Manitoba,
252,55.918895783999965,-115.64807170799996,Alberta,
253,47.20783033200003,-65.116696553,New Brunswick,
254,54.063796503999974,-124.91111362299999,British Columbia,
255,49.023999999999994,-125.04000000000002,British Columbia,
256,51.22785194699998,-100.972736006,Manitoba,
257,55.927748716,-108.93996352099998,Saskatchewan,
258,42.819425341,-81.40975980500002,Ontario,
259,53.424005194000024,-129.253277582,British Columbia,
260,53.00023330300002,-78.80771226000002,Québec,
261,49.70772063800001,-94.44642813200001,Ontario,
262,52.87472151600002,-113.57214562500002,Alberta,
263,54.863633123999996,-66.762016571,Québec,
264,60.06601545000001,-128.71654674299998,Yukon,
265,57.179506461000024,-111.634912714,Alberta,
266,46.15751204499998,-82.11021407300001,Ontario,
267,48.550095971000026,-79.97436319500002,Ontario,
268,46.32863848199997,-72.42162154300001,Québec,
269,45.930521836000025,-60.645549018000004,Nova Scotia,
270,43.03258572800001,-80.07489044099998,Ontario,
271,52.01802833800002,-95.45558498100003,Manitoba,
272,50.452862385,-99.988346186,Manitoba,
273,52.89611398199997,-108.97431383100002,Saskatchewan,
274,46.77296054200003,-80.81123651600001,Ontario,
275,54.336949560999976,-130.44422911499998,British Columbia,
276,49.40897937699998,-93.958793749,Ontario,
277,51.777598470999976,-120.986436023,British Columbia,
278,50.777051428999975,-104.427101688,Saskatchewan,
279,54.411205253999974,-109.620916092,Saskatchewan,
280,50.96244286299997,-103.30419087899998,Saskatchewan,
281,64.06492833300001,-139.43120296400002,Yukon,
282,45.683154222999974,-60.767642931000005,Nova Scotia,
283,51.113042994000004,-122.01808212899999,British Columbia,
284,49.189257,-121.783845,British Columbia,
285,50.769540807,-121.96409765,British Columbia,
286,46.528504741999996,-84.26152430600001,Ontario,
287,48.918045975999966,-64.62331665200003,Québec,
288,60.85471708799997,-115.744969314,Northwest Territories,
289,53.684409061999986,-107.785199068,Saskatchewan,
290,56.535499093,-115.39269853000002,Alberta,
291,53.94339053700003,-124.11403318100002,British Columbia,
292,51.506490998000004,-104.22243957,Saskatchewan,
293,49.18467774300001,-119.53659719400001,British Columbia,
294,51.685262000000016,-76.25514600000002,Québec,
295,50.13634618499998,-121.57155491700001,British Columbia,
296,53.97027717700003,-111.693468054,Alberta,
297,49.39438989600001,-124.61630108000004,British Columbia,
298,58.09254043599997,-122.697530337,British Columbia,
299,51.782874224000004,-102.12901701700001,Saskatchewan,
300,50.52861557199998,-102.792149654,Saskatchewan,
301,53.088398036,-105.49059694,Saskatchewan,
302,49.99057573499999,-122.45810769799999,British Columbia,
303,57.887370573999995,-101.66386791600003,Manitoba,
304,53.87426823099997,-92.179370904,Ontario,
305,43.068589965,-80.170455113,Ontario,
306,55.99066181699999,-87.63473885799999,Ontario,
307,55.26763521999999,-128.07061818199998,British Columbia,
308,49.757920148999965,-86.54424225999998,Ontario,
309,55.351716274000005,-119.69369397399997,Alberta,
310,56.41352731699999,-111.157463748,Alberta,
311,56.779983878,-98.93119491599998,Manitoba,
312,58.464919869000035,-114.533463449,Alberta,
313,55.09888545799998,-105.30381046899998,Saskatchewan,
314,49.38558511299999,-98.88464495099998,Manitoba,
315,49.081020084999984,-121.96895888600001,British Columbia,
316,55.253538461000005,-127.60030056800001,British Columbia,
317,49.09333390799997,-115.08190541699994,British Columbia,
318,52.04547910299999,-100.166877462,Manitoba,
319,45.94998445099998,-82.869482887,Ontario,
320,53.957501967999974,-110.40080530300006,Alberta,
321,53.08272775500001,-108.31650858900001,Saskatchewan,
322,50.51585948000002,-116.00726478799999,British Columbia,
323,60.16781053,-132.729859353,Yukon,
324,50.516357226000025,-102.66012619600002,Saskatchewan,
325,49.92353469800002,-74.81979604899999,Québec,
326,51.68331980599999,-98.560381226,Manitoba,
327,52.20458408299999,-88.01144187900002,Ontario,
328,52.609673249000025,-104.21911301400002,Saskatchewan,
329,51.170100502000025,-114.84619655699998,Alberta,
330,49.90059000000002,-124.617391,British Columbia,
331,50.11217696599999,-121.5620351,British Columbia,
332,52.56284492100002,-122.496775954,British Columbia,
333,51.856531588,-103.632372831,Saskatchewan,
334,47.362216929,-68.30574300400002,New Brunswick,
335,50.75758622400002,-103.78640687,Saskatchewan,
336,49.124703480999976,-94.311785084,Ontario,
337,50.73417040800001,-127.49641098,British Columbia,
338,48.97149163,-123.65839377499998,British Columbia,
339,47.57754755799999,-78.56483626599999,Québec,
340,54.59787799999998,-125.082199,British Columbia,
341,49.310978090999974,-122.989135369,British Columbia,
342,50.42409071999998,-121.31791112799999,British Columbia,
343,50.141989450999965,-120.28242517,British Columbia,
344,45.04177449299999,-64.23501962600001,Nova Scotia,
345,49.209512856,-121.71008283600004,British Columbia,
346,49.909457954,-125.20885341600001,British Columbia,
347,45.413945125,-73.676294499,Québec,
348,52.24425385400002,-78.502582389,Québec,
349,52.984051557999976,-87.36030342100003,Ontario,
350,50.72038688499998,-121.322474811,British Columbia,
351,56.528199686,-109.49981389700001,Saskatchewan,
352,54.80451376500002,-66.81399975199997,Québec,
353,55.09925521700001,-128.06793311,British Columbia,
354,49.15166708999999,-123.93027730699998,British Columbia,
355,60.10696095999998,-112.234876021,Northwest Territories,
356,48.63426851600002,-93.35976920799999,Ontario,
357,49.14171268899997,-121.94057926099998,British Columbia,
358,49.177749134,-121.971968117,British Columbia,
359,60.73589476000001,-135.07681044499998,Yukon,
360,49.23632300000003,-123.023974,British Columbia,
361,48.55328539099997,-82.07312484900001,Ontario,
362,48.35433570499998,-89.262676043,Ontario,
363,52.98890092599999,-107.23656214299999,Saskatchewan,
364,51.296252319000025,-104.30195932100004,Saskatchewan,
365,58.548204977000005,-111.03015506700001,Alberta,
366,53.87277926500002,-94.65354761399999,Manitoba,
367,54.086247902000025,-124.59088705200004,British Columbia,
368,53.103010868999995,-99.80756012799999,Manitoba,
369,53.48310225199998,-102.62755414700001,Saskatchewan,
370,44.999749214000026,-74.645413661,Québec,
371,54.23861662500002,-125.76251741599998,British Columbia,
372,47.863827973999996,-55.755687395,Newfoundland and Labrador,
373,50.840870956,-120.945864717,British Columbia,
374,50.69449600899998,-127.40867701399998,British Columbia,
375,46.96458456200003,-65.62838869199999,New Brunswick,
376,53.79066699999999,-78.89639599999998,Québec,
377,54.655868833999996,-124.72357284700001,British Columbia,
378,55.031288096000026,-111.54004953999998,Alberta,
379,52.303235517000026,-103.62508117200001,Saskatchewan,
380,49.104450848999996,-122.338804672,British Columbia,
381,50.729160190000016,-122.214439072,British Columbia,
382,48.37421657099998,-92.161164803,Ontario,
383,64.18986735899999,-114.18502038999998,Northwest Territories,
384,50.82868548900001,-119.701465439,British Columbia,
385,50.61942152199998,-121.319117044,British Columbia,
386,49.67876869999998,-124.958903812,British Columbia,
387,53.89540940799997,-94.92727826599995,Manitoba,
388,56.472367885999965,-116.401824765,Alberta,
389,51.170012919999984,-114.846287548,Alberta,
390,50.153775612,-93.992006208,Ontario,
391,55.172396734000024,-102.93417173,Saskatchewan,
392,50.41504600000002,-73.864326,Québec,
393,50.92402074300003,-126.82213322,British Columbia,
394,48.05807239500001,-77.35256414600002,Québec,
395,44.90303172199998,-81.02682287399999,Ontario,
396,49.150417311000005,-121.986896773,British Columbia,
397,52.745514926000006,-88.51612547399998,Ontario,
398,54.83545938700003,-94.049960247,Manitoba,
399,62.83002415499999,-116.050007707,Northwest Territories,
400,49.83447050400002,-119.61579343300001,British Columbia,
401,49.61399337900002,-95.135744747,Ontario,
402,46.066163876000026,-81.77602623299998,Ontario,
403,42.78799233299998,-81.46830082100001,Ontario,
404,51.963173772000005,-98.065377578,Manitoba,
405,48.430685031999985,-89.227593573,Ontario,
406,55.087686088999995,-127.82959014300002,British Columbia,
407,48.94504599999999,-125.556988,British Columbia,
408,48.776217696,-123.709288442,British Columbia,
409,49.87717050999999,-121.45037037600002,British Columbia,
410,56.80282521200002,-100.58305945900005,Manitoba,
411,50.37951433600001,-93.17646179000002,Ontario,
412,50.775983866,-104.283879894,Saskatchewan,
413,49.2359419,-122.00245604999998,British Columbia,
414,51.63206220699999,-85.92350697400002,Ontario,
415,45.93347699999998,-82.83685100000002,Ontario,
416,49.394713851999995,-93.97296119399999,Ontario,
417,44.99468503200001,-79.77738262700002,Ontario,
418,43.070407108999966,-80.11751506500002,Ontario,
419,55.29758767099997,-114.83971068199995,Alberta,
420,54.02743022300001,-109.165292534,Saskatchewan,
421,50.59424358000001,-126.68232831400002,British Columbia,
422,53.002947871999986,-106.87411821299996,Saskatchewan,
423,43.02767626999997,-80.06110423400004,Ontario,
424,49.014531999,-122.77774078,British Columbia,
425,55.02156626599997,-127.33091458,British Columbia,
426,46.073237921999976,-72.819969174,Québec,
427,54.00883352699998,-122.614301486,British Columbia,
428,49.25512171700001,-121.73039671599994,British Columbia,
429,50.842151949000026,-121.385288531,British Columbia,
430,48.809278516999996,-124.66970174199994,British Columbia,
431,47.60723722,-79.469732238,Québec,
432,53.372914259000034,-106.930931393,Saskatchewan,
433,49.990261631,-126.94208303399999,British Columbia,
434,43.178391809,-81.998814987,Ontario,
435,54.984563977999976,-123.04583541699999,British Columbia,
436,48.82604956,-124.069746544,British Columbia,
437,45.88331979999998,-81.91557368000002,Ontario,
438,61.52536453599998,-120.62513453700001,Northwest Territories,
439,67.44185087800003,-133.743505647,Northwest Territories,
440,59.294676499,-129.288208096,British Columbia,
441,45.825471817999976,-82.161817332,Ontario,
442,52.99458037699998,-97.274198894,Manitoba,
443,50.030573781999976,-127.37823364000002,British Columbia,
444,48.066205516000025,-80.64052514299998,Ontario,
445,47.79888,-81.52231999999998,Ontario,
446,48.38464802200003,-123.69718119100004,British Columbia,
447,49.436126221,-88.129886677,Ontario,
448,49.11185599999999,-121.953976,British Columbia,
449,45.97577274000002,-80.56139574699999,Ontario,
450,48.59198300000003,-123.39067999999996,British Columbia,
451,44.37284409500001,-79.31287309700002,Ontario,
452,51.92319216999999,-123.13516859499998,British Columbia,
453,52.69976290199998,-115.339955245,Alberta,
454,49.042106631000024,-123.64327113399996,British Columbia,
455,55.19252230400002,-129.220901072,British Columbia,
456,46.202065989000005,-82.46812819899999,Ontario,
457,48.99302393400001,-123.77211133499998,British Columbia,
458,50.679711321000006,-100.880476928,Manitoba,
459,49.201425396,-122.67693048400001,British Columbia,
460,54.33071939799999,-125.88822967700004,British Columbia,
461,58.45579012799999,-116.27477797300006,Alberta,
462,54.11608844599999,-110.85709437999998,Alberta,
463,48.62605449699998,-86.269007852,Ontario,
464,44.513032641,-81.328698933,Ontario,
465,48.71103699999998,-93.386182643,Ontario,
466,54.236657095,-125.77111295499998,British Columbia,
467,52.63263999999998,-94.06543,Ontario,
468,53.71264565600001,-109.96397754999998,Saskatchewan,
469,50.86519264700003,-103.33924258799999,Saskatchewan,
470,43.022760617000024,-80.04797237899999,Ontario,
471,50.94717514199999,-98.607003571,Manitoba,
472,49.298510556000004,-121.91417164799999,British Columbia,
473,62.455058871999995,-114.37564662300001,Northwest Territories,
474,57.906884788999996,-131.16040985400002,British Columbia,
475,52.59061848099998,-128.51967352999998,British Columbia,
476,50.33212805,-122.66268819700001,British Columbia,
477,49.168969802999975,-121.988923606,British Columbia,
478,50.129916644,-94.94315428099999,Ontario,
479,46.259572522999974,-83.41572349100001,Ontario,
480,49.948118486000006,-98.34056859299999,Manitoba,
481,47.96115799500001,-84.92716447700002,Ontario,
482,49.71450919900003,-94.587144421,Ontario,
483,43.05979834200003,-80.14823630400002,Ontario,
484,52.21530899999999,-81.68357500000002,Ontario,
485,55.27601438300002,-77.75600405799997,Québec,
486,50.232191184999984,-86.95750847099998,Ontario,
487,53.99520630699999,-125.882243431,British Columbia,
488,54.03441410200003,-132.17503032399998,British Columbia,
489,50.366859999999974,-96.61636,Manitoba,
490,44.185730174000014,-77.14140525699997,Ontario,
491,50.88589274700003,-121.818992986,British Columbia,
492,53.70558589000001,-100.31482011799999,Manitoba,
493,56.704040798999976,-121.11241319700001,British Columbia,
494,50.49123600000002,-102.53143699999998,Saskatchewan,
495,55.48235599999998,-125.97533600000004,British Columbia,
496,52.50941813499998,-93.01459194799996,Ontario,
497,51.503493166000005,-99.25775769900001,Manitoba,
498,54.62150580399998,-97.78839389,Manitoba,
499,51.02577400000001,-99.03949999999998,Manitoba,
500,50.15343577300001,-121.03510636099999,British Columbia,
501,51.96862137699998,-99.59829494600001,Manitoba,
502,48.61367261599997,-123.520412907,British Columbia,
503,55.033876528000015,-129.57943909999997,British Columbia,
504,60.83697196700001,-115.754696271,Northwest Territories,
505,45.853388,-66.46406400000001,Oromocto Indian Reserve NO. 26,
506,49.36982229400002,-121.55260441700001,British Columbia,
507,48.34323576000003,-69.39863023499998,Québec,
508,56.438653355999975,-116.10805172200004,Alberta,
509,49.22494,-123.19920000000002,British Columbia,
510,51.748530459999984,-98.43515634200004,Manitoba,
511,49.70226400000002,-75.95910099999998,Québec,
512,44.55962670700001,-65.63366591599997,Nova Scotia,
513,46.785497588999995,-78.98380710100001,Québec,
514,56.67837506500001,-114.58194122100002,Alberta,
515,63.594804436999986,-135.897294542,Yukon,
516,48.44143000000002,-123.428152,British Columbia,
517,59.99900236399998,-111.87806601900002,Northwest Territories,
518,47.816008437999976,-83.393917343,Ontario,
519,49.343025919000006,-121.60666464899998,British Columbia,
520,50.948350790000006,-114.14594814799999,Alberta,
521,55.86203130199999,-92.09302096,Manitoba,
522,53.49095235300001,-102.86113735299999,Saskatchewan,
523,56.577853627000025,-120.495585061,British Columbia,
524,46.536849334,-84.15020002300001,Ontario,
525,60.940002441,-117.41668701200001,Northwest Territories,
526,46.599671226000005,-63.85596341500002,Prince Edward Island,
527,51.800506772000006,-93.994650364,Ontario,
528,44.821230404000005,-80.17510181799997,Ontario,
529,45.95995129200003,-81.99569633099999,Ontario,
530,48.01294448099998,-66.705116841,Québec,
531,60.75262276199999,-137.506441246,Yukon,
532,45.601579933999965,-61.738297515,Nova Scotia,
533,49.335381133,-106.449307443,Saskatchewan,
534,50.678208235,-121.94215010300002,British Columbia,
535,49.47389960800001,-123.74995553600002,British Columbia,
536,47.90315468599999,-73.78563452200002,Québec,
537,54.55856817400002,-130.433140512,British Columbia,
538,54.949823501000026,-95.264758905,Manitoba,
539,48.87399504199999,-123.696124543,British Columbia,
540,65.18855685300002,-123.42549195599995,Northwest Territories,
541,53.512449928000024,-107.60498569100002,Saskatchewan,
542,49.15801399999998,-121.979421,British Columbia,
543,55.78300161499999,-98.885751911,Manitoba,
544,58.71129957,-111.18332726300001,Alberta,
545,52.76546337000002,-108.71592532199999,Saskatchewan,
546,48.718897486,-92.42806349699998,Ontario,
547,54.493313703999995,-128.583467649,British Columbia,
548,50.027103635,-120.855204051,British Columbia,
549,49.31826145299999,-123.08357222900005,British Columbia,
550,49.13322927000002,-97.23978550700001,Manitoba,
551,50.67430382499998,-121.934060123,British Columbia,
552,48.69799070800002,-85.60874046100001,Ontario,
553,49.366486915,-126.273015536,British Columbia,
554,50.29259800199998,-92.30026238200004,Ontario,
555,55.91395,-61.119230000000016,Newfoundland and Labrador,
556,67.03941165700003,-126.08711127499998,Northwest Territories,
557,49.06674262799999,-116.516265401,British Columbia,
558,49.811040010999996,-126.07186484,British Columbia,
559,61.979497633999976,-132.45096008500002,Yukon,
560,51.64388233800002,-101.902688835,Saskatchewan,
561,51.09183390700003,-90.229747449,Ontario,
